"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.multfun.tk/cartoons/futurama","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3525","0","0.0","2","","20","15","48.39","0","0","0","0","","0.414","","https://www.multfun.tk/cartoons/futurama/","HTTP Redirect","https://www.multfun.tk/cartoons/futurama"
"https://www.multfun.tk/css/main.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","2028","0","0.0","2","","0","0","0.0","0","0","0","0","","0.29","","","","https://www.multfun.tk/css/main.css"
"https://www.multfun.tk/cartoons/hazbinhotel","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3519","0","0.0","2","","15","14","45.16","0","0","0","0","","0.306","","https://www.multfun.tk/cartoons/hazbinhotel/","HTTP Redirect","https://www.multfun.tk/cartoons/hazbinhotel"
"https://www.multfun.tk/cartoons/southpark","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3560","0","0.0","2","","14","12","38.71","0","0","0","0","","0.236","","https://www.multfun.tk/cartoons/southpark/","HTTP Redirect","https://www.multfun.tk/cartoons/southpark"
"https://www.multfun.tk/img/telegram.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1338","0","0.0","2","","0","0","0.0","0","0","0","0","","0.213","","","","https://www.multfun.tk/img/telegram.png"
"https://www.multfun.tk/img/posters/hilda.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","177908","0","0.0","2","","0","0","0.0","0","0","0","0","","0.161","","","","https://www.multfun.tk/img/posters/hilda.png"
"https://www.multfun.tk/cartoons/rickandmorty","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3487","0","0.0","2","","16","15","48.39","0","0","0","0","","0.181","","https://www.multfun.tk/cartoons/rickandmorty/","HTTP Redirect","https://www.multfun.tk/cartoons/rickandmorty"
"https://www.multfun.tk/css/font-awesome.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7439","0","0.0","2","","0","0","0.0","0","0","0","0","","0.188","","","","https://www.multfun.tk/css/font-awesome.css"
"https://www.multfun.tk/img/posters/paradise.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","156261","0","0.0","2","","0","0","0.0","0","0","0","0","","0.279","","","","https://www.multfun.tk/img/posters/paradise.png"
"https://www.multfun.tk/cartoons/milolaw","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3380","0","0.0","2","","12","12","38.71","0","0","0","0","","0.615","","https://www.multfun.tk/cartoons/milolaw/","HTTP Redirect","https://www.multfun.tk/cartoons/milolaw"
"https://www.multfun.tk/img/posters/hazbinhotel.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","183689","0","0.0","2","","0","0","0.0","0","0","0","0","","0.584","","","","https://www.multfun.tk/img/posters/hazbinhotel.png"
"https://www.multfun.tk/img/posters/simpsons.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","188314","0","0.0","2","","0","0","0.0","0","0","0","0","","0.605","","","","https://www.multfun.tk/img/posters/simpsons.png"
"https://www.multfun.tk/img/posters/disenchantment.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","275305","0","0.0","2","","0","0","0.0","0","0","0","0","","0.822","","","","https://www.multfun.tk/img/posters/disenchantment.png"
"https://www.multfun.tk/blog/posts/4.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","205198","0","0.0","2","","0","0","0.0","0","0","0","0","","0.689","","","","https://www.multfun.tk/blog/posts/4.png"
"https://www.multfun.tk/cartoons/infinitytrain/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Нескінченний потяг","28","282","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Нескінченний потяг","18","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9619","246","22.50812","2","","10","4","12.9","19","13","3","3","ca9846327703138773577c14e7ff5c28","0.673","","","","https://www.multfun.tk/cartoons/infinitytrain/"
"https://www.multfun.tk/img/instagram.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1639","0","0.0","2","","0","0","0.0","0","0","0","0","","0.153","","","","https://www.multfun.tk/img/instagram.png"
"https://www.multfun.tk/blog/post/multnews1","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","4250","0","0.0","2","","4","4","12.9","0","0","0","0","","0.691","","https://www.multfun.tk/blog/post/multnews1/","HTTP Redirect","https://www.multfun.tk/blog/post/multnews1"
"https://www.multfun.tk/img/posters/adventuretime.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","196596","0","0.0","2","","0","0","0.0","0","0","0","0","","0.754","","","","https://www.multfun.tk/img/posters/adventuretime.png"
"https://www.multfun.tk/cartoons/brickleberry","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3532","0","0.0","2","","13","13","41.94","0","0","0","0","","0.551","","https://www.multfun.tk/cartoons/brickleberry/","HTTP Redirect","https://www.multfun.tk/cartoons/brickleberry"
"https://www.multfun.tk/img/posters/brickleberry.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","165505","0","0.0","2","","0","0","0.0","0","0","0","0","","0.418","","","","https://www.multfun.tk/img/posters/brickleberry.png"
"https://www.multfun.tk/img/posters/futurama.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","213749","0","0.0","2","","0","0","0.0","0","0","0","0","","0.462","","","","https://www.multfun.tk/img/posters/futurama.png"
"https://www.multfun.tk/img/posters/bigmouth.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","165482","0","0.0","2","","0","0","0.0","0","0","0","0","","0.457","","","","https://www.multfun.tk/img/posters/bigmouth.png"
"https://www.multfun.tk/allcartoons","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","2999","0","0.0","2","","25","25","80.65","0","0","0","0","","0.806","","https://www.multfun.tk/allcartoons/","HTTP Redirect","https://www.multfun.tk/allcartoons"
"https://www.multfun.tk/cartoons/bigmouth","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3403","0","0.0","2","","14","14","45.16","0","0","0","0","","0.855","","https://www.multfun.tk/cartoons/bigmouth/","HTTP Redirect","https://www.multfun.tk/cartoons/bigmouth"
"https://www.multfun.tk/cartoons/phineasandferb/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Фінеас і Ферб","23","235","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Фінеас і Ферб","13","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9685","260","23.075012","3","","7","1","3.23","19","13","3","3","9353b364ab1cb457474c005ba82af10e","0.61","","","","https://www.multfun.tk/cartoons/phineasandferb/"
"https://www.multfun.tk/img/posters/infinitytrain.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","193112","0","0.0","2","","0","0","0.0","0","0","0","0","","0.819","","","","https://www.multfun.tk/img/posters/infinitytrain.png"
"https://www.multfun.tk/cartoons/starwars","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","3426","0","0.0","2","","12","12","38.71","0","0","0","0","","0.837","","https://www.multfun.tk/cartoons/starwars/","HTTP Redirect","https://www.multfun.tk/cartoons/starwars"
"https://www.multfun.tk/cartoons/hazbinhotel/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Готель Газбін","23","236","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Готель Газбін","13","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10190","265","23.026861","3","","7","1","3.23","21","15","3","3","6af9d1728eb794b25a44a36e29259c09","0.467","","","","https://www.multfun.tk/cartoons/hazbinhotel/"
"https://www.multfun.tk/cartoons/bigmouth/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Великий рот","21","221","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Великий рот","11","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9839","251","22.34964","3","","7","1","3.23","20","13","3","3","630a1355cc9575926d3bfc56e8c302e6","0.274","","","","https://www.multfun.tk/cartoons/bigmouth/"
"https://www.multfun.tk/cartoons/simpsons/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","MULTFUN - Сімпсони","18","192","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Сімпсони","8","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","https://multfun.tk/cartoons/simpsons","","","","","10226","264","22.744913","3","","7","1","3.23","21","15","3","3","7cead34111772b39cfcee8106b5dde0d","0.214","","","","https://www.multfun.tk/cartoons/simpsons/"
"https://www.multfun.tk/cartoons/amphibia/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Амфібія","17","182","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Амфібія","7","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9647","253","22.879242","3","","7","1","3.23","19","13","3","3","3093625aa5184e38c66772ccd3817d35","0.608","","","","https://www.multfun.tk/cartoons/amphibia/"
"https://www.multfun.tk/blog/posts/1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","190591","0","0.0","3","","0","0","0.0","0","0","0","0","","0.409","","","","https://www.multfun.tk/blog/posts/1.png"
"https://www.multfun.tk/blog/posts/2.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","166261","0","0.0","3","","0","0","0.0","0","0","0","0","","0.295","","","","https://www.multfun.tk/blog/posts/2.png"
"https://www.multfun.tk/cartoons/adventuretime/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Час пригод","20","211","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Час пригод","10","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9637","257","22.653843","3","","7","1","3.23","19","13","4","4","9eb0d3448bce274430c2bbaf6ad3d661","0.604","","","","https://www.multfun.tk/cartoons/adventuretime/"
"https://www.multfun.tk/cartoons/invaderzim/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Завойовник Зім","24","251","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Завойовник Зім","14","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9595","250","22.482172","3","","7","1","3.23","19","13","3","3","f11f17e94561a9365b1da38f75194414","0.303","","","","https://www.multfun.tk/cartoons/invaderzim/"
"https://www.multfun.tk/cartoons/starvs/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Стар проти сил зла","28","286","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Старт проти сил зла","19","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9781","277","23.721102","3","","7","1","3.23","19","13","3","3","645a9603a777c61188d1a05eb0da381e","0.328","","","","https://www.multfun.tk/cartoons/starvs/"
"https://www.multfun.tk/blog/post/update","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.0","3","","2","2","6.45","0","0","0","0","","0.362","","https://www.multfun.tk/blog/post/update/","HTTP Redirect","https://www.multfun.tk/blog/post/update"
"https://www.multfun.tk/blog/img/logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","17559","0","0.0","3","","0","0","0.0","0","0","0","0","","0.251","","","","https://www.multfun.tk/blog/img/logo.png"
"https://www.multfun.tk/cartoons/css/main.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1952","0","0.0","3","","0","0","0.0","0","0","0","0","","0.166","","","","https://www.multfun.tk/cartoons/css/main.css"
"https://www.multfun.tk/blog/post/helloween","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.0","3","","2","2","6.45","0","0","0","0","","0.494","","https://www.multfun.tk/blog/post/helloween/","HTTP Redirect","https://www.multfun.tk/blog/post/helloween"
"https://www.multfun.tk/cartoons/clevelandshow/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Шоу Клівленда","23","249","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Шоу Клівленда","13","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10046","255","22.299152","3","","7","1","3.23","21","15","3","3","c0621c4ee0eeae497bafaa2ff0f5782e","0.105","","","","https://www.multfun.tk/cartoons/clevelandshow/"
"https://www.multfun.tk/cartoons/rickandmorty/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Рік та Морті","22","220","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Рік та Морті","12","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10263","262","22.353079","3","","7","1","3.23","22","14","3","3","88697b3c889cbc7f15bd90ca9ebfa1d1","0.314","","","","https://www.multfun.tk/cartoons/rickandmorty/"
"https://www.multfun.tk/blog/css/main.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1616","0","0.0","3","","0","0","0.0","0","0","0","0","","0.421","","","","https://www.multfun.tk/blog/css/main.css"
"https://www.multfun.tk/allcartoons/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Усі мультсеріали","26","265","","0","0","","0","☰","1","← Про сайт","10","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10428","245","19.612213","3","","7","1","3.23","32","26","3","3","4a459503e70ff072f111040ba712a69d","0.291","","","","https://www.multfun.tk/allcartoons/"
"https://www.multfun.tk/cartoons/futurama/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Футурама","18","200","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Футурама","8","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10122","269","22.96384","3","","7","1","3.23","21","15","3","3","8e12234af1c1a1f200e28163456f9e9","0.324","","","","https://www.multfun.tk/cartoons/futurama/"
"https://www.multfun.tk/cartoons/starwars/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Зоряні війни: Війни клонів","36","341","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Зоряні війни: Війни клонів","26","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9653","268","23.829252","3","","7","1","3.23","18","12","3","3","c8420eef8200d49a2dba26486d0fda67","0.233","","","","https://www.multfun.tk/cartoons/starwars/"
"https://www.multfun.tk/cartoons/hilda/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Гільда","16","170","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Гільда","6","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10064","290","25.075785","3","","7","1","3.23","19","13","3","3","c3c3d68944ee7b41533dc6fc27bd769b","0.265","","","","https://www.multfun.tk/cartoons/hilda/"
"https://www.multfun.tk/cartoons/disenchantment/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Розчарування","22","238","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Розчарування","12","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10143","260","22.914692","3","","7","1","3.23","21","15","3","3","a53f2995a0f6977ed414fc639a3620b0","0.261","","","","https://www.multfun.tk/cartoons/disenchantment/"
"https://www.multfun.tk/cartoons/paradise/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Поліція Парадайз","26","269","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Поліція Парадайз","16","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9769","246","21.922842","3","","7","1","3.23","20","13","3","3","d2d7ca4cc186220bddd1b739135327ea","0.268","","","","https://www.multfun.tk/cartoons/paradise/"
"https://www.multfun.tk/blog/posts/3.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","133406","0","0.0","3","","0","0","0.0","0","0","0","0","","0.3","","","","https://www.multfun.tk/blog/posts/3.png"
"https://www.multfun.tk/blog/post/newyear","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.0","3","","2","2","6.45","0","0","0","0","","0.471","","https://www.multfun.tk/blog/post/newyear/","HTTP Redirect","https://www.multfun.tk/blog/post/newyear"
"https://www.multfun.tk/cartoons/americandad/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Американський Тато","28","297","","0","0","мультсеріали, мультсеріали для дорослих, сімпсони, футурама, гріфіни, південний парк, рік та морті, американський тато, розчарування, бріклбері, шоу клівленда, готель газбін","173","☰","1","Американський Тато","18","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","10048","251","22.10426","3","","7","1","3.23","21","14","3","3","bc61fddb51a042ab563a738202e6ff3b","0.352","","","","https://www.multfun.tk/cartoons/americandad/"
"https://www.multfun.tk/cartoons/milolaw/","text/html; charset=UTF-8","200","OK","Indexable","","MULTFUN - Закон Майло Мерфі","27","294","","0","0","мультсеріали, мультсеріали для дітей, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла, фінеас і ферб, гільда, закон майло мерфі, амфібія","170","☰","1","Закон Майло Мерфі","17","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","","","","","","9600","255","22.475","3","","7","1","3.23","19","13","3","3","65aac52c9e9da4977a8b0d4147941ab6","0.38","","","","https://www.multfun.tk/cartoons/milolaw/"
"https://www.multfun.tk/index.html","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","MULTFUN - Поринь у світ мультів","31","307","","0","0","мультсеріали, мультсеріали для дорослих, мультсеріали для дітей, сімпсони, футурама, гріфіни, південний парк, рік та морті, нескінченний потяг, гравіті фоллз, час пригод, завойовник зім, стар проти сил зла","205","☰","1","← Про сайт","10","","0","1) Документальне підтвердження Ваших прав на матеріал, захищений авторським правом.","83","","","","https://multfun.tk/","","","","","14620","261","14.643023","3","","31","24","77.42","33","26","3","3","cea2ea705b02915123c909e073f8d61f","0.457","","","","https://www.multfun.tk/index.html"
